Unnamed: 0,Titulo,Categoria,Autor,Data,URL,Noticia,Label,Subtitulo
32168,Dr. Charles Lieber foi preso nos EUA por fabricar e vender o coronavírus para a China #boato,Mundo,Edgard Matsuki,06/04/2020,https://www.boatos.org/mundo/dr-charles-lieber-preso-eua-fabricar-vender-coronavirus-china.html,"eua acabou de descobrir o homem que fabricou e vendeu o virus de corona à china. chama-se dr charles lieber chefe do departamento de quimica e biologia na universidade de havard, eua. acabou de ser preso hoje segundo fontes do departamento americano..homem que vendeu o corona virus na china, preso. os eua acabou de descobrir o homem que fabricou e vendeu o virus de corona à china. chama-se dr charles lieber chefe do departamento de quimica e biologia na universidade de havard, eua. acabou de ser preso hoje segundo fontes do departamento americano.. deus é grande e é pai essa notícia deu na bbc",1,Dr. Charles Lieber foi preso nos EUA por fabricar e vender o coronavírus para a China #boato
32395,"Marido descobre traição ao ver botas em foto da mulher, diz história falsa",Mundo,Edgard Matsuki,23/07/2019,https://www.boatos.org/mundo/marido-descobre-traicao-ao-ver-botas-em-foto-da-mulher-diz-historia-falsa.html,"marido descobre traição ao ver botas masculinas em foto da mulher uma mulher, que estava viajando a trabalho, resolveu enviar ao marido algumas fotos suas pela rede social snapchat. no entanto, ela não contava que em uma das imagens apareceria um par de botas masculinas supostamente do seu amante.de acordo com o jornal “metro”, a mulher, identificada como chelsea, fez a foto em um quarto de hotel e as botas aparecem embaixo de uma mesa onde está uma televisão. diante do flagra, o marido se mostrou decepcionado. “por que há botas de homem no seu snapchat? não posso passar por isso de novo. vou procurar um advogado”, escreveu o homem traído na rede social.",1,"Marido descobre traição ao ver botas em foto da mulher, diz história falsa"
32017,OMS vai recomendar oficialmente ivermectina para tratar Covid-19 #boato,Mundo,Kyene Becker,27/03/2021,https://www.boatos.org/mundo/oms-vai-recomendar-ivermectina-tratar-covid-19.html,"“a oms – organização mundial da saúde irá recomendar oficialmente o uso da ivermectina no tratamento da praga chinesa. que comecem os processos milionários contra a mídia, prefeitos, governadores, médicos, membros do supremo, políticos facebook, instagram, youtube, twitter”.",1,OMS vai recomendar oficialmente ivermectina para tratar Covid-19 #boato
31893,Operação Chapéu Branco vai fechar sistema bancário por 10 dias em 24 de setembro de 2022 #boato,Mundo,Kyene Becker,22/09/2022,https://www.boatos.org/mundo/operacao-chapeu-branco-vai-fechar-sistema-bancario-por-10-dias-em-24-de-setembro-de-2022.html,"“não é para nos assustar é prevenção enviado por jackeline louize atenção! será??? olá a todos, esta informação já foi compartilhada no zoom no sábado, 16 de setembro, bem como nos canais do telegram e na mighty networks. esta mensagem é dirigida a todos os que ainda não receberam a informação por outros meios. na última reunião internacional de coordenadores, simon parkes nos pede para divulgar o seguinte: com base em mensagens enviadas do pentágono diretamente para simon e outros (e apoiadas por vários vazamentos de chapéu branco globalmente), há uma grande possibilidade de fechamento do sistema bancário ( bancos e agências), a qualquer momento. a data estimada mais provável é 24 de setembro. todas as transações eletrônicas serão impossíveis, embora seja possível continuar comprando onde quer que dinheiro seja aceito. as agências bancárias podem permanecer fechadas. a duração estimada é de 2 a 10 dias. esta é uma operação de chapéu branco para impedir o roubo de bens e ativos financeiros reivindicados pelo banco do vaticano de todo o mundo pelo estado profundo, que após a prisão definitiva na emissão de moeda fiduciária está em situação econômica desesperadora. se eles tentarem apreender as mercadorias, os chapéus brancos bloquearão o sistema e o ligarão novamente após o perigo. as economias de todos estão seguras e não há necessidade de esvaziar as contas. é aconselhável ter dinheiro suficiente durante o fechamento. como já foi relatado em circunstâncias semelhantes no passado , também é aconselhável , na pior das hipóteses , dependendo da resistência que enfrentamos , ter água e alimentos suficientes para 2 semanas , bem como alguns meios de cozimento que não dependam do eletricidade . espera-se que todos nós também prestemos atenção às necessidades daqueles que não podem cuidar de si mesmos durante esse período (idosos, crianças, deficientes). esta não é uma notícia que deve incutir medo em nós, mas sim coragem. é o que todos nós estávamos esperando coragem. é o que todos nós estávamos esperando. outubro será o maior ponto de virada do ano, e em dezembro o pior passará e estaremos falando em público sobre o que está por vir para a humanidade. este colapso bancário momentâneo não é o evento do “cisne negro” que também é esperado no futuro próximo. este será um evento curto e agudo, semelhante a um choque, com efeito global, necessário para dar o próximo passo no processo de libertação. muita força a todos e um grande abraço. a equipe de coordenadores da espanha. parkers ps: simon parkers é um jornalista muito conceituado e sempre a frente das informações do que acontece nos bastidores da economia e política. a luz venceu!”.",1,Operação Chapéu Branco vai fechar sistema bancário por 10 dias em 24 de setembro de 2022 #boato
31933,Putin está atacando Ucrânia por causa de laboratório de armas biológicas criados pela Nova Ordem Mundial #boato,Mundo,Kyene Becker,04/06/2022,https://www.boatos.org/mundo/putin-esta-atacando-ucrania-por-causa-laboratorio-armas-biologias-criados-pela-nova-ordem-mundial.html,"*finalmente surge uma explicação real para o início desta guerra – existência de vários laboratórios, inclusive subterrâneos, onde a nom – nova ordem mundial – criava armas biológicas contra a rússia, via suborno do presidente ucraniano:* “putin vai salvar o mundo atenção: esta notícia é muito importante porque pode explicar o verdadeiro significado da intervenção russa na ucrânia. confirmando os muitos rumores que circularam nos dias de hoje através de canais do telegram, como simon parkes, o site de inteligência militar real raw news publicou há poucos minutos que putin ligou para donald trump em várias ocasiões desde o início da invasão, para informá-lo sobre os detalhes do curso. de operações. ontem, quinta-feira, ele lhe disse -sempre segundo o real raw news- que suas tropas já destruíram 13 laboratórios de armas biológicas em toda a ucrânia, alguns deles subterrâneos, por isso tiveram que realizar várias explosões para considerá-los destruídos. putin tem informações de que o instituto de saúde dos eua, o instituto de saúde francês e o centro alemão de pesquisa de doenças infecciosas contribuíram com bilhões dos contribuintes desses países para a ucrânia, para desenvolver armas biológicas, e que o próprio presidente zelensky participou de subornos. putin prometeu mostrar provas do que diz no devido tempo. (meus seguidores no telegram vão lembrar que na quarta-feira um deputado ucraniano acusou o presidente zelensky de ter uma conta milionária no paraíso fiscal da costa rica, o que se encaixa perfeitamente). putin disse a trump que vem alertando zelensky desde fevereiro de 2020 que, se ele não desmontasse esses laboratórios, ele mesmo o faria, então ele é o único culpado pelo que está acontecendo. certamente alguns de vocês leram que ontem o exército russo tomou uma pequena ilha pertencente à ucrânia no mar negro, chamada ilha da serpente. bem, de acordo com informações de putin coletadas pelo real raw news, naquela ilha o mossad israelense estava desenvolvendo uma arma biológica devastadora que se espalharia pelo ar (por chemtrails, é claro), que mataria 100% dos afetados. sempre de acordo com esta crônica, a versão que tem circulado de que os habitantes da ilha mandaram os marinheiros russos para o inferno é verdadeira. depois de verificar que eles não queriam desistir da ilha/laboratório que guardavam, o navio slava iniciou um bombardeio da ilha que aniquilou todos os guardiões. pela crônica, parece que a marinha russa usou armas térmicas, já que putin disse a trump que eles verificaram que as armas biológicas foram completamente destruídas. finalmente, putin garante que eles estão apenas atirando em alvos militares e, de fato, nenhum edifício residencial foi afetado em kiev e a energia nem sequer foi cortada.portanto, estamos todos claros sobre o que putin está fazendo: salvar a humanidade. [25/2 20:29] fredi: verdades: – a rússia não é a união sovietica; – vladimir putin não é stalin; – usa é mais uma nações virtuosa; – só existe a rússia, china e a liga árabe capaz de enfrentar a nom; – o comunismo tem outro nome, se chama progressismo, seu berço é a europa; – o brasil está no radar da nom e toda a esquerda, 5tf e mídia brasileira estão prontos a entregá-lo pela metade do preço q o presidente tiririca da ucrânia entregou seu país; – se bolsonato não tivesse corrido para fazer aliança comercial e militar com putin, nem eleições teríamos; tirem as máscaras de pano e as q encobrem a verdade!! pela primeira vez na vida encarem a realidade nua e crua, a nom está pronta para instalar um governo hegemônico mundial e o brasil será a horta dele!! o comunismo se transmutou, voltou para o seu berço europeu, agora não prega mais lutas de classes e sim pautas identitárias das minorias racionais, sexuais, prega a morte de deus e a submissão de todas as nações a uma minoria com poder e dinheiro capaz de submeter toda a humanidade! chega de cegueira, canadá já caiu, frança, inglaterra, alemanha e agora os usa, são apenas vassalos da nom! apoiem o presidente em tudo q ele decidir, confiem ou seremos aniquilados como nação!”.",1,Putin está atacando Ucrânia por causa de laboratório de armas biológicas criados pela Nova Ordem Mundial #boato
34171,Primeiros 200 médicos cubanos que foram embora eram policiais cubanos #boato,Política,Edgard Matsuki,16/12/2018,https://www.boatos.org/politica/200-medicos-cubanos-policiais-cubanos.html,"aí está a resposta do porque que 200 “médicos” saíram de um dia para outro, do brasil. eram 200 policiais cubanos, que vigiavam os “médicos cubanos”e recebiam do pt (brasil) r$ 25 mil reais por mês.",1,Primeiros 200 médicos cubanos que foram embora eram policiais cubanos #boato
34327,Comprovado: Bolsonaro forjou atentado para ganhar eleitores indecisos #boato,Política,Edgard Matsuki,12/09/2018,https://www.boatos.org/politica/bolsonaro-forjou-atentado-indecisos.html,"facada em bolsonaro – divulgado o escândalo que todo mundo suspeitava !!! talvez, isso explique a razão do jornalista jorge kajuru ter declarado a seguinte frase: “se as pessoas soubessem o que aconteceu em juiz de fora, ficariam enojadas”. muitos brasileiros ficaram chocados e tristes por terem visto um candidato a presidente da nação ser esfaqueado friamente em meio a uma multidão durante a campanha. não deveriam.o que está exposto abaixo é a notícia em primeira mão que está sendo investigada por rádios e jornais de todo o brasil e alguns estrangeiros, mais especificamente cnn, el país e a rede bbc de londres e deve sair na mídia em breve, assim que as provas forem colhidas e confirmarem os fatos. fat do: jair bolsonaro forjou o atentado contra si mesmo para ganhar o coração dos eleitores indecisos. os individuos envolvidos foram avisados, às 13:00 do dia 06 de setembro (um dia antes da independência do brasil para gerar mais comoção), em uma reunião envolvendo o general villas boas (na única vez que o vice presidenciável da legenda compareceu a uma reunião antes da campanha), o próprio jair bolsonaro, a sra. janaína paschoal, o sr. tércio arnaud tomaz, assessor do parlamentar, e o sr. gustavo bebbiano, presidente do partido psl, médicos e seguranças envolvidos na atuação.o candidato permaneceu em isolamento, treinando a encenenação em seu quarto ou se concentrando no lobby do hotel. a princípio muito contrariados, os médicos e seguranças se recusaram a forjar uma cirurgia em troca de cargos no ministério da saúde e da defesa. a aceitação veio através do pagamento total dos prêmios, rs$300.000,00 para cada um envolvido na atuação , mais um bônus de rs$2.400.000,00 para todos os seguranças, carregadores, médicos , fotógrafos, repórteres e outros integrantes da atuação, num total de rs$ 23.000.000,00 vinte e três milhões de reais) através do caixa 2 do psl obtido através da empresa jbs.além disso, os indivíduos que aceitarem fazer parte do falso atentado com o psl nos próximos 4 anos terão regalias e receberão prêmios através de cargos e outros mimos com salários com bases no teto do ministro do stf. mesmo assim, bolsonaro se recusou a encenar, o que obrigou as lideranças do partido a atrasar a encenenação, dizendo que bolsonaro não estava bem(em primeira notícia divulgada às 13:30 no centro de imprensa) e, logo depois, às 14:15, alterando o prognóstico para problemas estomacais).a sua situação só foi resolvida a colega janaína paschoal e o presidente do partido ameaçarem contar tudo * inclusive o valor destinado aos subornos e a chance de ganhar a eleição no primeiro turno com a comoção nacional. assim, combinou-se que o bolsonaro seria esfaqueado durante o discurso (para gerar o clímax), porém a apatia que se abateu sobre o mesmo e os eleitores emocionados fez com que adelmo, que absolutamente não participou desta negociação, esfaqueasse, em falha simples da segurança, por dentro do colete de proteção(por isso não deu tempo de estourar a simulação do sangue)..a família ustra, amiga do presidenciável do psl, em memória do coronel brilhante ustra , aplaudiu a colaboração da equipe da encenação , uma vez que trouxe comoção nacional e equilíbrio a disputa, já que jair bolsonaro passou a ser visto como ser humano pela população e uma vez que os pontos nas pesquisas dispararam num momento das mais altas taxas de rejeição jamais registradas naquele país, que seriam agravadas nos debates seguintes pela falta de argumentos e o discurso vazio do candidato.garantiu,-se também, ao sr. flávio bolsonaro, através de seu pai** que o mesmo teria seu caminho facilitado para a eleicão de governador do rio em 2022. por gentileza passem esta mensagem para o maior número possível de pessoas, * para que todos possam conhecer a sujeira que ronda as eleições! desde, já agradeço, um abraço. gunther schweitzer diretor de jornalismo da agência reuters.",1,Comprovado: Bolsonaro forjou atentado para ganhar eleitores indecisos #boato
34505,Diretor do Fantástico revela plano da Globo para trazer Lula de volta #boato,Política,Edgard Matsuki,03/12/2017,https://www.boatos.org/politica/diretor-fantastico-globo-lula.html,"áudio do diretor do fantástico, luis nascimento que se demitiu da emissora no dia 11/08. a globo está em polvorosa com a divulgação. terça-feira, dia 8 de agosto de 2017. por questões óbvias não vou me identificar porque há uma caça a bruxa dentro do jornalismo da globo procurando quem é mais alinhado com a esquerda e quem não é. a partir de agora o público vai poder notar que as editorias de jornais vinculados à rádio cbn, ao g1 e também aos programas jornalísticos da rede globo vão estar mais alinhados com a esquerda e preparando a volta do lula, que está completamente alinhado com a família marinho, apesar de ele falar aos berros que vai fazer isso e aquilo, está tudo orquestrado, acertado, com a editoria do jornalismo da rede globo. ali kamel, silva faria, mariano boni, miguel ,taís, cristina piasentini que são os diretores das duas grandes praças de jornalismo da globo estão alinhados com a família marinho para que toda a notícia vinculada a temer e também ao joão dória em são paulo, sejam fracionadas durante o jornalismo para que se fale o tempo todo dos dois, mas de forma até caluniosa. então, um exemplo: os desempregados da dilma agora são desempregados do temer. a culpa da dívida do brasil não é do legado de lula e dilma. é a dívida do temer. até os salários atrasados do rio de janeiro a culpa do temer. assim como uma rua esburacada há mais de 50 anos é culpa do joão dória. então, vocês vão começar a notar que há uma tendência já acertada com a esquerda para que se fale de forma até caluniosa de temer e também de joão dória nos jornais e no jornalismo da globo e nas programações de rádio. a ideia é que seja estendida o máximo da notícia para que se fale, “entre aspas”, coisas ruins destas duas grandes personalidades, que seriam os grandes adversários da propensa volta do lula ao poder. outra coisa também é que a partir de agora vamos ver uma rede globo mais avermelhada. vocês vão começar a ver na tela da rede globo o tom mais vermelho do que os tons azuis que são tradição da tv globo. isso já foi utilizado como propaganda subliminar na época da época da retomada da democracia em que não se sabia o que iria acontecer com o país, a globo usou de outros artifícios para fazer propaganda subliminar. e assim é com as notícias fracionadas no jornalismo. você fala muito o tempo todo durante o jornalismo, durante a apresentação dos jornais, sobre as mesmas coisas e vinculando o nome dessas duas personalidades, que é o joão dória e o presidente temer. outra coisa que vamos reparar mais para frente são notícias sobre o judiciário. vão ter muitas notícias para dar ênfase a juízes corruptos, membros do ministério público ligados a corrução. o que também acontece, é claro, mas vocês vão ver muito mais notícias sobre isso. mas vocês vão ver muitas notícias antigas, velhas e arquivadas que o povo não lembra vão ser trazidas de volta para seja jogado mpf e pf um contra o outro e que seja feita a exposição, principalmente, a juízes de primeira instância. isso tudo para atingir o moro e a lava-jato, acreditem a globo é contra a lava-jato. fiquem atentos e que nós sejamos contra o imperialismo da rede globo. não estou jogando contra a casa, mas eu não acho isso direito e acho legal a população saber. principalmente, uma pessoa que está dentro do sistema globo e que tá acompanhando de perto todo o esquema que está sendo armado na maior emissora do país e está sendo alinhado com outras emissoras porque vai rolar muito dinheiro com a volta do lula para esses meios de comunicação. um abraço",1,Diretor do Fantástico revela plano da Globo para trazer Lula de volta #boato
33474,Fachin cancelou crimes de Lázaro e Cármem Lúcia deu 48h para ele explicar por que morreu #boato,Política,Edgard Matsuki,30/06/2021,https://www.boatos.org/politica/fachin-cancelou-crimes-de-lazaro-carmem-lucia-deu-48h-para-ele-explicar-por-que-morreu.html,"fachin cancela os crimes de lázaro. diz que os crimes só poderiam ter sido descobertos pela polícia da bahia; carmem lúcia dá 48 hs para lázaro explicar o porquê morreu; rosa weber desobriga lázaro de se submeter à autópsia no iml; alexandre diz que morte de lázaro é fake; gilmar anula a morte de lázaro e o absolve, impedindo o sepultamento; barroso diz que morte de lázaro não será auditada; marco aurélio tinha mandado lázaro não fugir e ficar em casa; lewandowski picotou o código penal e inocentou lázaro; tóffoli disse que lázaro foi descoberto, graças ao stf; renan disse que vai convocar lázaro para depor na cpi, contra o bolsonaro; maria do rosário acusa a polícia de ser assassina de um cidadão honesto, o lázaro; a oab se manifestou, e disse que lázaro e adélio são vítimas do bolsonaro; freixo lamenta a perda, queria lançar lázaro candidato do psb (seu novo partido) à presidência; gleisi e lula lamentam a morte do “cumpanhero” lázaro; aziz e randolfe dizem que lázaro morreu porque tomou cloroquina, e que toda a culpa é do bolsonaro; fux diz que vai analisar tudo e em 20 anos dará o parecer aguardem novas notícias, pois isso é brasil sil sil!!!",1,Fachin cancelou crimes de Lázaro e Cármem Lúcia deu 48h para ele explicar por que morreu #boato
32890,Flávio Dino responde a 277 processos na Justiça #boato,Política,Edgard Matsuki,08/01/2023,https://www.boatos.org/politica/flavio-dino-responde-277-processos-justica.html,"flávio dino campeão em processo por corrupção! bandido agora vai ser ministro da segurança! calma ele só tem 277 processos por ladroagemflavio dino de castro e costao jusbrasil encontrou 277 processos de flavio dino de castro e costa nos diários oficiais. a maioria é do trema,seguido por tjma. desses processos encontrados,procuradoria regional eleitoral foi a parte que mais apareceu. flavio dino 277 processos , um dos integrantes da facção chamada pt . mais um bandido entre essa quadrilha que vai roubar novamente o brasil . o mais aterrorizante disso tudo , é esse marginal falando em segurança . só falta por o marcola como seu assistente .lava boca boçal.",1,Flávio Dino responde a 277 processos na Justiça #boato
33782,Haddad diz que Lula na presidência é a solução da crise do coronavírus #boato,Política,Kyene Becker,10/04/2020,https://www.boatos.org/politica/haddad-lula-presidencia-solucao-crise-coronavirus.html,"“ou seja está clamando pros nordestinos por uma guerra civil ,mais uma prova da real intenção de espalhar medo na população sobre esse vírus. meu povo do nordeste, se manifestem .”.",1,Haddad diz que Lula na presidência é a solução da crise do coronavírus #boato
33175,Igreja Católica acaba de fechar apoio à candidatura de Bolsonaro #boato,Política,Kyene Becker,19/09/2022,https://www.boatos.org/politica/igreja-catolica-acaba-de-fechar-apoio-a-candidatura-de-bolsonaro.html,"“igreja católica fecha apoio a bolsonaro 22”.“minha igreja católica apostólica romana levanta para apoiar o nosso presidente. que a fé com a força da oração o proteja, abençoe e o ilumine sempre em nome de jesus cristo”.",1,Igreja Católica acaba de fechar apoio à candidatura de Bolsonaro #boato
33902,Lula tem 243 milhões de Euros em Banco do Vaticano #boato,Política,Edgard Matsuki,29/06/2022,https://www.boatos.org/politica/lula-243-milhoes-euros-banco-do-vaticano.html,"obviamente, um recomendava o outro, o outro e o outro e se ajudavam entre eles? assim teriam que lavar o dinheiro que vinham da obra pública, dos ingressos minerais e tantas outras coisas que roubavam e roubam em cada um dos países. não tem como justificar, nunca teriam como justificar esses milhões? justifique agora as últimas declarações que falam sobre evo morales na bolívia e que falam em dólares e como justificar como um salário de presidente da bolívia? é o mesmo que acontece aqui com cristina [kirchner] na argentina, o mesmo que acontece com [michelle] bachelet, com lula. lula, colocaram na prisão por um apartamento de 3 quartos. quanto tem no lula vaticano? e também queremos saber o esquema de rafael corrêa! lula [procurando no documento] corrêa tem 193 milhões com a conta 01345761 e a empresa se chama pasca limitada. e de lula [procurando no documento] bachelet tem 206 milhões, lula ah, sim 249 milhões na conta 00132495311. 11 é classificação de conta nova.",1,Lula tem 243 milhões de Euros em Banco do Vaticano #boato
33521,"Lula Fylho, investigado em esquema de fraude na compra de máscaras, é filho do ex-presidente Lula #boato",Política,Edgard Matsuki,12/08/2021,https://www.boatos.org/politica/lula-fylho-filho-ex-presidente-lula-esta-envolvido-esquema-fraude-compra-mascaras.html,"sabe quem é o orgulho de papai sabe? sabe? esse é o lulinha, lula fylho, com y, biólogo empresário aquele que juntava m de elefante. chego a ficar emocionada. seguindo os passos de papai. e não é que o malandro mora na área nobre da cidade, num condomínio de luxo. será quanto que custa a mansão dele? bonner: vamos botar isso na pauta. g1 matéria do g1 vamos lá. bora bonner agiliza. como é que é? e olha só a figura era secretário de saúde em são luís no maranhão e comandava um esquema de desvio de dinheiro na compra de máscaras na proteção contra o covid que coisa hein? ele é o filho de quem mesmo? do lula.",1,"Lula Fylho, investigado em esquema de fraude na compra de máscaras, é filho do ex-presidente Lula #boato"
33336,Omar Aziz não tomou a vacina contra a Covid-19 #boato,Política,Edgard Matsuki,24/01/2022,https://www.boatos.org/politica/omar-aziz-nao-tomou-vacina-contra-covid-19.html,"o omar aziz não tomou vacina? a esposa também não tomou? que estranho!!!! senador omar aziz mentiu. ele não tomou a vacina, embora tenha dito que tomou as 3 doses. não podemos reeleger esse tipo, que teve mulher e 3 irmãos presos por desvio de r$ 256 milhões da saúde do amazonas. e ainda tem muitas outras acusações de corrupção o omar aziz não tomou vacina. sua esposa também não estranho pra um presidente da cpi do covid, que cobrou tanto a vacinação. cara de palhaço o nome de omar, e o de sua esposa (nejmi jomaa abdel aziz) também não aparecem na lista de vacinados fornecida pela secretaria de saúde de manaus",1,Omar Aziz não tomou a vacina contra a Covid-19 #boato
33983,"Paulo Guedes critica ação do STF contra Moro, detona Glenn e diz que Brasil é surreal #boato",Política,Raiane Gonoli,19/07/2019,https://www.boatos.org/politica/paulo-guedes-critica-stf-contra-moro-detona-glenn-brasil-e-surreal.html,"“o brasil é muito surreal, os caras roubaram perto de 1 trilhão e a suprema corte está analisando a suspeição de um juiz com base em “vazamentos” não periciados feito por um cidadão que já foi banido de dois países.” paulo guedes",1,"Paulo Guedes critica ação do STF contra Moro, detona Glenn e diz que Brasil é surreal #boato"
35922,Água contaminada da Sabesp está causando virose nas pessoas em São Paulo #boato,Saúde,Kyene Becker,16/12/2021,https://www.boatos.org/saude/agua-contaminada-sabesp-esta-causando-virose-nas-pessoas-em-sao-paulo.html,"“rapaziada quem puder ferver água antes de beber, ou comprar água mineral faça isso “ metade da população esta com virose (água da sabesp contaminada) esta dando vírus : desenteria, febre , enjoou dor de cabeça e no corpo repassando !!!”.",1,Água contaminada da Sabesp está causando virose nas pessoas em São Paulo #boato
35972,"Por causa do ácido tânico e polifenóis, vinho previne a Covid-19 #boato",Saúde,Kyene Becker,06/07/2021,https://www.boatos.org/saude/beber-vinho-previne-covid-19-por-causa-acido-tanico-polifenois.html,"“o ácido tânico * encontrado nas uvas e no vinho inibe duas enzimas principais do coronavírus. com o contato, o último não consegue mais penetrar nas células humanas. no final do ano, pesquisadores americanos demonstraram in vitro que os * polifenóis * presentes nas uvas e no vinho alteram a forma como o vírus sars-cov2 que causa a covid-19 se replica e se espalha. a * taiwan medical university * descobriu que os taninos do vinho inibem efetivamente a atividade de duas enzimas-chave do vírus, que não podem mais entrar no tecido celular. “de todos os compostos naturais que testamos em laboratório, o ácido tânico é o mais eficaz”, disse mien-chie hung, bióloga molecular e presidente da universidade, à tvbs. ele também lembrou os bons resultados obtidos com tratamentos experimentais com ácido tânico em 2003 durante a pandemia de sars. o pesquisador tem esperança de que um tratamento farmacêutico seja desenvolvido em breve. enquanto isso, recomenda que os cidadãos consumam alimentos e bebidas ricos em taninos para aumentar sua imunidade. * é o caso de uvas, vinho, banana, chá e vegetais * -93368-une-nouvelle-etude-confirme-que-le-vin-protege-de-la-covid-19-.htm * divulgue essa novidade, dê uma alegria aos seus amigos e outras pessoas *”.",1,"Por causa do ácido tânico e polifenóis, vinho previne a Covid-19 #boato"
36278,"Café ou chá curam e previnem o coronavírus, diz médico Li Wenliang na CNN #boato",Saúde,Raiane Gonoli,31/05/2020,https://www.boatos.org/saude/cafe-ou-cha-curam-e-previnem-coronavirus.html,"_ * últimas notícias da cnn: – * _ * dr. li wenliang *, o médico herói da china, que foi punido por dizer a verdade sobre o vírus corona e depois morreu devido à mesma doença, havia documentado arquivos de casos para fins de pesquisa e nos arquivos propuseram uma cura que diminuiria significativamente o impacto do covid – 19 vírus no corpo humano. a substância química * methylxanthine *, * theobromine * e * theophylline * estimulam compostos que podem afastar esses vírus em humanos com pelo menos um sistema imunológico médio. o mais chocante é que essas palavras complexas que eram tão difíceis de entender para as pessoas na china são chamadas de * café * na índia, sim, nosso café regular possui todos esses produtos químicos. a principal metilxantina no café é a cafeína estimulante. outras metilxantinas encontradas no coffee são dois compostos quimicamente similares, teobromina e teofilina. a planta do café cria esses produtos químicos como uma maneira de afastar insetos e outros animais. quem diria que toda a solução para esse vírus seria uma simples xícara de café e essa é a razão pela qual tantos pacientes na china estão sendo curados. a equipe do hospital na china começou a servir o café aos pacientes três vezes ao dia, e o efeito está finalmente em * wuhan * “o centro desta pandemia” foi contido e a transmissão da comunidade quase parou. compartilhe esta mensagem com seus amigos e familiares para conscientizá-los sobre essa bênção na forma de café em sua cozinha.* últimas notícias da cnn: – * _ o chá * dr. li wenliang *, o herói médico da china, que foi punido por dizer a verdade sobre o vírus corona e depois morreu devido à mesma doença, documentou os arquivos de casos para fins de pesquisa e nos arquivos propuseram uma cura que diminuiria significativamente o impacto do covid – 19 vírus no corpo humano. a substância química * methylxanthine *, * theobromine * e * theophylline * estimulam compostos que podem afastar esses vírus em humanos com pelo menos um sistema imunológico médio. o mais chocante é que essas palavras complexas que eram tão difíceis de entender para as pessoas na china são chamadas de * chá * na índia, sim, nosso chá comum já contém todos esses produtos químicos. a principal metilxantina no chá é a cafeína estimulante. outras metilxantinas encontradas no chá são dois compostos quimicamente semelhantes, teobromina e teofilina. a planta do chá cria esses produtos químicos como uma maneira de afastar insetos e outros animais. quem diria que toda a solução para esse vírus seria uma simples xícara de chá. e essa é a razão pela qual tantos pacientes na china estão sendo curados. a equipe do hospital na china começou a servir chá aos pacientes três vezes ao dia, e o efeito está finalmente em * wuhan * “o centro desta pandemia” foi contido e a transmissão da comunidade quase parou. compartilhe esta mensagem com seus amigos e familiares para conscientizá-los sobre esta bênção na forma de chá na sua cozinha. encaminhado como recebido.",1,"Café ou chá curam e previnem o coronavírus, diz médico Li Wenliang na CNN #boato"
36640,Carne bovina com câncer (tumor) é flagrada em vídeo #boato,Saúde,Edgard Matsuki,21/01/2018,https://www.boatos.org/saude/carne-bovina-cancer-tumor.html,carne bovina com câncer (tumor) é flagrada em vídeo,1,Carne bovina com câncer (tumor) é flagrada em vídeo #boato
